1627	2021-10-07	21	22	23	26	36	38	13
1626	2021-10-04	09	11	19	23	30	43	27
1625	2021-09-30	01	04	08	11	30	42	09
1624	2021-09-27	03	05	17	25	33	39	19
1623	2021-09-23	07	12	15	17	19	29	22
1622	2021-09-20	16	29	34	35	40	41	26
1621	2021-09-16	03	10	22	23	26	39	01
1620	2021-09-13	07	15	19	24	25	28	11
1619	2021-09-09	03	05	17	20	24	38	13
1618	2021-09-06	02	10	14	17	37	43	38
1617	2021-09-02	02	19	21	24	26	41	23
1616	2021-08-30	01	04	06	21	34	41	12
1615	2021-08-26	02	05	06	13	19	29	25
1614	2021-08-23	04	05	20	29	40	43	24
1613	2021-08-19	09	17	22	25	30	41	15
1612	2021-08-16	05	08	12	16	27	38	42
1611	2021-08-12	03	14	16	24	32	36	34
1610	2021-08-09	01	08	13	22	41	42	40
1609	2021-08-05	04	12	16	34	35	41	05
1608	2021-08-02	10	18	22	23	25	35	19
1607	2021-07-29	10	13	14	15	17	22	40
1606	2021-07-26	18	23	25	26	32	34	43
1605	2021-07-22	02	05	08	20	29	40	06
1604	2021-07-19	12	21	23	36	37	38	06
1603	2021-07-15	04	06	32	35	40	42	26
1602	2021-07-12	01	02	07	14	32	42	33
1601	2021-07-08	06	13	17	18	21	41	37
1600	2021-07-05	07	14	22	35	37	39	24
1599	2021-07-01	01	02	20	22	35	38	04
1598	2021-06-28	09	11	26	28	39	43	01
1597	2021-06-24	02	03	08	17	23	32	12
1596	2021-06-21	10	15	30	35	42	43	26
1595	2021-06-17	16	21	30	32	40	43	15
1594	2021-06-14	01	05	06	13	34	36	18
1593	2021-06-10	06	17	18	36	37	38	16
1592	2021-06-07	04	16	25	30	36	43	19
1591	2021-06-03	07	09	18	21	26	43	14
1590	2021-05-31	10	12	15	29	33	42	17
1589	2021-05-27	11	21	25	31	36	39	32
1588	2021-05-24	06	16	27	31	32	34	11
1587	2021-05-20	16	21	22	27	36	43	37
1586	2021-05-17	02	13	19	27	40	42	14
1585	2021-05-13	02	06	10	13	16	32	09
1584	2021-05-10	13	15	18	30	37	43	09
1583	2021-05-06	05	07	16	34	39	41	29
1582	2021-05-03	18	32	35	36	39	41	28
1581	2021-04-29	06	12	30	31	41	43	01
1580	2021-04-26	05	07	11	12	24	31	03
1579	2021-04-22	23	29	32	33	37	42	01
1578	2021-04-19	03	15	17	19	21	34	04
1577	2021-04-15	13	14	15	28	37	39	04
1576	2021-04-12	05	07	10	17	29	32	37
1575	2021-04-08	02	08	15	24	32	39	09
1574	2021-04-05	01	02	03	20	31	32	13
1573	2021-04-01	02	10	16	38	39	43	11
1572	2021-03-29	04	06	10	19	28	38	40
1571	2021-03-25	01	02	05	25	40	41	26
1570	2021-03-22	01	19	22	23	31	36	24
1569	2021-03-18	02	08	29	31	32	33	16
1568	2021-03-15	02	05	07	10	16	34	14
1567	2021-03-11	05	07	19	26	37	40	34
1566	2021-03-08	12	13	20	24	30	35	34
1565	2021-03-04	05	09	17	28	30	37	27
1564	2021-03-01	05	06	18	20	27	37	07
1563	2021-02-25	01	12	20	26	35	37	02
1562	2021-02-22	02	04	15	16	26	33	25
1561	2021-02-18	12	15	26	34	35	38	07
1560	2021-02-15	07	19	24	32	40	42	22
1559	2021-02-11	04	15	17	20	26	31	43
1558	2021-02-08	01	12	25	27	39	42	16
1557	2021-02-04	05	21	22	23	26	39	31
1556	2021-02-01	10	19	28	30	38	42	18
1555	2021-01-28	02	08	17	23	24	27	05
1554	2021-01-25	06	14	16	27	40	42	26
1553	2021-01-21	07	08	16	32	41	42	31
1552	2021-01-18	05	09	15	30	32	39	11
1551	2021-01-14	03	14	18	24	38	43	23
1550	2021-01-11	08	11	22	32	37	42	41
1549	2021-01-07	04	05	27	28	35	41	33
1548	2021-01-04	18	24	26	35	39	42	32
1547	2020-12-28	04	11	14	17	22	39	21
1546	2020-12-24	01	18	19	24	31	40	16
1545	2020-12-21	08	14	15	26	37	43	12
1544	2020-12-17	03	11	25	26	39	42	34
1543	2020-12-14	17	21	26	33	36	38	34
1542	2020-12-10	11	12	16	17	20	36	18
1541	2020-12-07	12	26	28	32	33	35	41
1540	2020-12-03	01	20	25	28	33	37	31
1539	2020-11-30	13	29	33	37	41	42	43
1538	2020-11-26	08	14	19	33	35	40	38
1537	2020-11-23	06	13	14	32	33	37	20
1536	2020-11-19	02	05	09	30	37	40	28
1535	2020-11-16	01	09	14	30	35	38	32
1534	2020-11-12	01	09	18	22	24	43	39
1533	2020-11-09	15	22	27	37	38	41	05
1532	2020-11-05	02	09	14	16	17	21	34
1531	2020-11-02	02	06	07	10	30	33	14
1530	2020-10-29	02	05	10	34	37	40	07
1529	2020-10-26	03	19	26	28	33	40	01
1528	2020-10-22	01	14	17	34	35	37	16
1527	2020-10-19	02	05	09	11	27	32	33
1526	2020-10-15	04	17	19	21	39	41	36
1525	2020-10-12	03	07	20	21	28	32	24
1524	2020-10-08	02	03	15	24	30	43	39
1523	2020-10-05	02	15	17	25	34	38	27
1522	2020-10-01	05	17	21	22	32	35	41
1521	2020-09-28	17	21	22	40	41	42	13
1520	2020-09-24	01	06	11	13	30	33	04
1519	2020-09-21	05	08	20	21	27	43	09
1518	2020-09-17	06	15	16	22	36	41	20
1517	2020-09-14	14	25	27	30	39	41	08
1516	2020-09-10	25	32	34	37	41	42	28
1515	2020-09-07	05	09	17	21	27	29	30
1514	2020-09-03	11	16	22	29	37	43	14
1513	2020-08-31	13	14	18	19	25	42	05
1512	2020-08-27	01	11	12	24	32	38	39
1511	2020-08-24	11	16	22	24	38	40	06
1510	2020-08-20	08	13	17	18	21	38	23
1509	2020-08-17	06	11	12	34	36	41	43
1508	2020-08-13	09	13	28	29	32	40	41
1507	2020-08-10	19	20	22	30	35	43	29
1506	2020-08-06	10	12	19	28	35	41	39
1505	2020-08-03	01	02	14	15	21	34	19
1504	2020-07-30	05	07	09	21	42	43	35
1503	2020-07-27	01	08	16	35	40	42	20
1502	2020-07-23	01	17	25	28	32	42	26
1501	2020-07-20	06	10	13	25	31	38	15
1500	2020-07-16	19	21	22	28	29	30	04
1499	2020-07-13	10	11	27	28	29	37	13
1498	2020-07-09	01	06	07	09	31	37	43
1497	2020-07-06	06	22	28	30	35	37	08
1496	2020-07-02	05	09	13	16	17	34	37
1495	2020-06-29	18	24	32	34	37	41	22
1494	2020-06-25	08	15	17	24	26	38	27
1493	2020-06-22	11	18	24	27	37	38	15
1492	2020-06-18	04	16	18	32	38	42	36
1491	2020-06-15	08	11	23	31	34	37	01
1490	2020-06-11	07	19	24	29	39	43	11
1489	2020-06-08	04	06	11	13	23	32	01
1488	2020-06-04	04	10	11	17	34	37	38
1487	2020-06-01	05	07	09	17	24	35	36
1486	2020-05-28	18	24	29	33	39	42	34
1485	2020-05-25	09	10	18	27	28	35	37
1484	2020-05-21	04	12	17	18	23	41	28
1483	2020-05-18	03	10	20	23	29	43	22
1482	2020-05-14	08	26	28	32	41	43	14
1481	2020-05-11	03	09	21	31	41	42	18
1480	2020-05-07	02	04	05	06	24	34	39
1479	2020-05-04	01	20	30	32	35	37	33
1478	2020-04-30	07	12	15	21	40	42	32
1477	2020-04-27	04	13	14	25	27	32	01
1476	2020-04-23	06	22	38	40	41	42	35
1475	2020-04-20	06	07	09	20	21	27	02
1474	2020-04-16	04	06	08	22	27	32	26
1473	2020-04-13	01	05	06	27	33	38	11
1472	2020-04-09	01	06	07	09	23	40	43
1471	2020-04-06	01	03	08	32	37	43	24
1470	2020-04-02	04	08	14	16	39	40	23
1469	2020-03-30	04	09	10	13	24	27	22
1468	2020-03-26	04	08	15	24	25	31	26
1467	2020-03-23	03	14	16	25	26	38	07
1466	2020-03-19	06	10	15	18	32	40	35
1465	2020-03-16	11	15	16	24	28	38	03
1464	2020-03-12	08	13	14	18	29	31	23
1463	2020-03-09	18	29	32	34	35	39	36
1462	2020-03-05	04	18	19	28	33	36	09
1461	2020-03-02	05	07	08	18	22	26	24
1460	2020-02-27	03	06	10	15	29	30	04
1459	2020-02-24	02	17	19	24	28	29	07
1458	2020-02-20	04	16	19	22	26	29	06
1457	2020-02-17	01	03	11	17	20	37	29
1456	2020-02-13	02	18	19	24	29	31	33
1455	2020-02-10	01	10	12	22	34	43	23
1454	2020-02-06	03	15	19	34	37	40	41
1453	2020-02-03	10	22	26	27	28	41	39
1452	2020-01-30	17	19	29	31	37	39	35
1451	2020-01-27	02	06	10	20	24	43	34
1450	2020-01-23	24	25	26	27	34	36	03
1449	2020-01-20	06	19	20	26	34	38	04
1448	2020-01-16	10	12	25	29	32	41	40
1447	2020-01-13	02	09	12	13	14	22	10
1446	2020-01-09	02	05	11	20	21	32	13
1445	2019-12-30	03	14	24	29	30	42	21
1444	2019-12-26	11	20	24	25	30	37	14
1443	2019-12-23	02	04	08	10	22	33	28
1442	2019-12-19	12	21	35	36	40	43	39
1441	2019-12-16	12	22	24	33	35	42	36
1440	2019-12-12	01	07	20	31	41	42	28
1439	2019-12-09	11	17	23	28	34	41	04
1438	2019-12-05	02	05	06	20	33	38	22
1437	2019-12-02	03	11	24	25	37	40	14
1436	2019-11-28	03	07	17	18	30	36	33
1435	2019-11-25	02	04	16	21	22	40	09
1434	2019-11-21	02	20	30	38	39	40	04
1433	2019-11-18	03	05	12	16	38	42	06
1432	2019-11-14	04	05	15	32	33	43	13
1431	2019-11-11	02	27	28	33	38	40	30
1430	2019-11-07	04	07	09	12	20	28	03
1429	2019-11-04	04	08	13	18	21	23	22
1428	2019-10-31	16	18	19	34	35	36	06
1427	2019-10-28	01	07	25	26	38	41	31
1426	2019-10-24	04	13	17	19	30	43	24
1425	2019-10-21	01	24	28	33	35	42	27
1424	2019-10-17	06	07	25	26	33	36	19
1423	2019-10-14	11	24	29	36	37	42	13
1422	2019-10-10	12	14	17	20	24	30	39
1421	2019-10-07	02	14	20	23	37	43	30
1420	2019-10-03	01	02	14	16	22	28	04
